Unnamed: 0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
7,pull_request_commit_comment,212,aio-libs,aioredis,kxepal,2017-04-29 08:30:11,"Actually, this will never works since hiredis is in install requirements and will be always available.",7ad965c5e93371b99fe643a1a42f32c4482a82fc,"(161, '', u'aioredis/parser.py')"
8,pull_request_commit_comment,212,aio-libs,aioredis,popravich,2017-04-29 08:35:55,"if only `install_requires=['hiredis; platform_implementation_name=cpython']` worked since python3.3...
there will be a hack (if statement) in setup.py to require hiredis only for `cpython` platform,
thus allowing pypy3.
I'm now trying to setup travis-ci with fresh pypy3...",7ad965c5e93371b99fe643a1a42f32c4482a82fc,"(161, '', u'aioredis/parser.py')"
9,pull_request_commit_comment,212,aio-libs,aioredis,kxepal,2017-04-29 08:37:33,Good!,7ad965c5e93371b99fe643a1a42f32c4482a82fc,"(21, '', u'aioredis/connection.py')"
10,pull_request_commit_comment,212,aio-libs,aioredis,kxepal,2017-04-29 08:38:53,"Ah, I see. That missed bit changes whole the picture and makes sense. ",7ad965c5e93371b99fe643a1a42f32c4482a82fc,"(161, '', u'aioredis/parser.py')"
 , , , , , , , , , 
 , , , , , , , , , 
4,issue_comment,218,aio-libs,aioredis,codecov-io,2017-05-05 10:15:12,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/218?src=pr&el=h1) Report
> Merging [#218](https://codecov.io/gh/aio-libs/aioredis/pull/218?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/bb39551131d4a2e22733f3faff03e3c73af231bb?src=pr&el=desc) will **decrease** coverage by `0.08%`.
> The diff coverage is `85.71%`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/218/graphs/tree.svg?width=650&height=150&src=pr&token=THCDhqngRB)](https://codecov.io/gh/aio-libs/aioredis/pull/218?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master     #218      +/-   ##
==========================================
- Coverage   95.47%   95.39%   -0.09%     
==========================================
  Files          58       58              
  Lines        7544     7549       +5     
  Branches      628      629       +1     
==========================================
- Hits         7203     7201       -2     
- Misses        249      257       +8     
+ Partials       92       91       -1
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/218?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [aioredis/commands/\_\_init\_\_.py](https://codecov.io/gh/aio-libs/aioredis/pull/218?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvX19pbml0X18ucHk=) | `95.58% <ø> (ø)` | :arrow_up: |
| [aioredis/sentinel/pool.py](https://codecov.io/gh/aio-libs/aioredis/pull/218?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvcG9vbC5weQ==) | `79.45% <100%> (-1.87%)` | :arrow_down: |
| [aioredis/pool.py](https://codecov.io/gh/aio-libs/aioredis/pull/218?src=pr&el=tree#diff-YWlvcmVkaXMvcG9vbC5weQ==) | `84.78% <100%> (+0.05%)` | :arrow_up: |
| [aioredis/connection.py](https://codecov.io/gh/aio-libs/aioredis/pull/218?src=pr&el=tree#diff-YWlvcmVkaXMvY29ubmVjdGlvbi5weQ==) | `92.69% <80%> (-0.27%)` | :arrow_down: |
| [tests/sentinel\_failover\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/218?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfZmFpbG92ZXJfdGVzdC5weQ==) | `87.96% <0%> (-0.76%)` | :arrow_down: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/218?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/218?src=pr&el=footer). Last update [bb39551...3c3780f](https://codecov.io/gh/aio-libs/aioredis/pull/218?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",nan,nan
5,pull_request_commit_comment,218,aio-libs,aioredis,kxepal,2017-05-05 11:12:05,May be check against some interface implementation? Or doesn't worth for now?,3c3780fee42a16fc8e41630202385d63d3a87daa,"(41, '', u'aioredis/connection.py')"
6,pull_request_commit_comment,218,aio-libs,aioredis,popravich,2017-05-05 12:06:35,"well, it's more like a fool-proof. I think we can add proper check later, if needed...",3c3780fee42a16fc8e41630202385d63d3a87daa,"(41, '', u'aioredis/connection.py')"
7,pull_request_commit_comment,218,aio-libs,aioredis,kxepal,2017-05-05 12:07:50,Ok.,3c3780fee42a16fc8e41630202385d63d3a87daa,"(41, '', u'aioredis/connection.py')"
 , , , , , , , , , 
 , , , , , , , , , 
