Unnamed: 0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
21,pull_request_commit_comment,1512,nilearn,nilearn,jnecus,2017-09-19 12:51:57,"No worries, got to learn these things at some point :-)",38cc815eaefc9ddef3d4763829dee45e01c4e47b,"(None, '', u'nilearn/image/tests/test_resampling.py')"
22,pull_request_commit_comment,1512,nilearn,nilearn,GaelVaroquaux,2017-09-19 12:57:22,"Oops: missing space in front of 'linear'.

Some editors have a PEP8 plugin (or better, 'flake8') to show you this live as you type.",38cc815eaefc9ddef3d4763829dee45e01c4e47b,"(None, '', u'nilearn/image/tests/test_resampling.py')"
13,issue_comment,1512,nilearn,nilearn,GaelVaroquaux,2017-09-19 13:29:11,"By the way: our online PEP8 checker found that you had trailing whitespace (unused spaces at the end of a line): https://travis-ci.org/nilearn/nilearn/jobs/277296242

You should configure your editor to show them, so that you can remove them.

I'll remove them, don't worry about it.",nan,nan
14,issue_comment,1512,nilearn,nilearn,jnecus,2017-09-19 13:40:57,"@GaelVaroquaux  Sorry for the unnecessary hassle and thanks for all the help with getting started, I appreciate it. Things should hopefully go more smoothly next time!",nan,nan
15,issue_comment,1512,nilearn,nilearn,GaelVaroquaux,2017-09-19 16:16:02,@jnecus : what's you're real-world name? To credit you.,nan,nan
16,issue_comment,1512,nilearn,nilearn,jnecus,2017-09-19 16:18:32,@GaelVaroquaux Joe Necus,nan,nan
17,issue_comment,1512,nilearn,nilearn,GaelVaroquaux,2017-09-19 16:45:42,"OK, I added an entry in the whats_new file
",nan,nan
7,issue_comment,1512,nilearn,nilearn,banilo,2017-09-19 16:46:08,+1,nan,nan
 , , , , , , , , , 
 , , , , , , , , , 
