Unnamed: 0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
6,pull_request_commit_comment,239,aio-libs,aioredis,popravich,2017-06-07 12:17:43,"I think this method can be simplified to look like this
```python
@asyncio.coroutine
def wait_closed(self):
    yield from self._close_state.wait()
    assert self._close_waiter is not None
    yield from asyncio.shield(self._close_waiter, loop=self._loop)
```",6e7ea11cb05ef371bd35a28cedbf7cca6334be7e,"(None, '', u'aioredis/pool.py')"
7,pull_request_commit_comment,239,aio-libs,aioredis,popravich,2017-06-07 12:42:48,"Otherwise you should add check `if self._close_waiter is None` in `close()` method.
This also applies to sentinel pool.",6e7ea11cb05ef371bd35a28cedbf7cca6334be7e,"(None, '', u'aioredis/pool.py')"
8,pull_request_commit_comment,239,aio-libs,aioredis,argaen,2017-06-08 17:18:40,"I don't get your point there.

If `close` is called first, it will create the `self._close_waiter` task

If `wait_closed` is called first, it will create the self._close_waiter` and then wait until `close_state` is set",6e7ea11cb05ef371bd35a28cedbf7cca6334be7e,"(None, '', u'aioredis/pool.py')"
9,pull_request_commit_comment,239,aio-libs,aioredis,popravich,2017-06-08 18:08:48,"Yes, but it (`wait_closed`) will wait until `_close_state` is set, which is called from `close()`,
and so `_close_waiter` will be replaced with new task from `close`.",6e7ea11cb05ef371bd35a28cedbf7cca6334be7e,"(None, '', u'aioredis/pool.py')"
10,pull_request_commit_comment,239,aio-libs,aioredis,popravich,2017-06-08 18:09:17,...two tasks will try to close pool,6e7ea11cb05ef371bd35a28cedbf7cca6334be7e,"(None, '', u'aioredis/pool.py')"
11,pull_request_commit_comment,239,aio-libs,aioredis,argaen,2017-06-08 18:15:16,"ah True that, I'll update the code",6e7ea11cb05ef371bd35a28cedbf7cca6334be7e,"(None, '', u'aioredis/pool.py')"
5,issue_comment,239,aio-libs,aioredis,popravich,2017-06-08 20:27:04,Thanks,nan,nan
 , , , , , , , , , 
 , , , , , , , , , 
4,issue_comment,240,aio-libs,aioredis,codecov-io,2017-06-07 15:30:43,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=h1) Report
> Merging [#240](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/a9c386d525949bbd6d213e24b930ba0a102a1138?src=pr&el=desc) will **decrease** coverage by `0.03%`.
> The diff coverage is `100%`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/240/graphs/tree.svg?height=150&src=pr&token=THCDhqngRB&width=650)](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master     #240      +/-   ##
==========================================
- Coverage   96.97%   96.93%   -0.04%     
==========================================
  Files          55       55              
  Lines        7492     7405      -87     
  Branches      625      584      -41     
==========================================
- Hits         7265     7178      -87     
- Misses        168      169       +1     
+ Partials       59       58       -1
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [tests/pool\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree#diff-dGVzdHMvcG9vbF90ZXN0LnB5) | `98.29% <100%> (+0.05%)` | :arrow_up: |
| [tests/connection\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree#diff-dGVzdHMvY29ubmVjdGlvbl90ZXN0LnB5) | `100% <100%> (ø)` | :arrow_up: |
| [aioredis/sentinel/pool.py](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvcG9vbC5weQ==) | `86.66% <0%> (-3.47%)` | :arrow_down: |
| [tests/sentinel\_failover\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfZmFpbG92ZXJfdGVzdC5weQ==) | `87.96% <0%> (-0.76%)` | :arrow_down: |
| [aioredis/commands/pubsub.py](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvcHVic3ViLnB5) | `95.85% <0%> (-0.36%)` | :arrow_down: |
| [aioredis/sentinel/\_\_init\_\_.py](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvX19pbml0X18ucHk=) | `100% <0%> (ø)` | :arrow_up: |
| [examples/py34/connection.py](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree#diff-ZXhhbXBsZXMvcHkzNC9jb25uZWN0aW9uLnB5) | `93.18% <0%> (+0.11%)` | :arrow_up: |
| [aioredis/commands/server.py](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvc2VydmVyLnB5) | `85.23% <0%> (+1.34%)` | :arrow_up: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=footer). Last update [a9c386d...cdfe386](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",nan,nan
6,pull_request_commit_comment,240,aio-libs,aioredis,popravich,2017-06-09 09:36:09,"You must check that `connection_cls` is subclass of `aioredis.abc.AbcConnection`.
Please add this check before opening connection otherwise (if check fails) you'd need to close reader/writer.",cdfe3863c89d8961ffa4acac32844915125bca87,"(None, '', u'aioredis/connection.py')"
7,pull_request_commit_comment,240,aio-libs,aioredis,popravich,2017-06-09 09:41:38,Also must check that `poo_cls` is a subclass of `abc.AbcPool`.,cdfe3863c89d8961ffa4acac32844915125bca87,"(None, '', u'aioredis/pool.py')"
8,pull_request_commit_comment,240,aio-libs,aioredis,pfreixes,2017-06-09 09:52:57,"should I modify the `RedisConnection` ? to:

```
class RedisConnection(AbcConnection):
...
```",cdfe3863c89d8961ffa4acac32844915125bca87,"(None, '', u'aioredis/connection.py')"
9,pull_request_commit_comment,240,aio-libs,aioredis,popravich,2017-06-09 09:53:46,"Oh, yes, thanks!",cdfe3863c89d8961ffa4acac32844915125bca87,"(None, '', u'aioredis/connection.py')"
10,pull_request_commit_comment,240,aio-libs,aioredis,pfreixes,2017-06-09 11:02:31,"done, thanks",cdfe3863c89d8961ffa4acac32844915125bca87,"(None, '', u'aioredis/connection.py')"
11,pull_request_commit_comment,240,aio-libs,aioredis,pfreixes,2017-06-09 11:04:24,"done, thanks.

Btw can you restart the Travis Job for an unknown reason the py35 environment failed the command `make examples`",cdfe3863c89d8961ffa4acac32844915125bca87,"(None, '', u'aioredis/pool.py')"
5,issue_comment,240,aio-libs,aioredis,popravich,2017-06-09 12:02:09,Thanks,nan,nan
 , , , , , , , , , 
 , , , , , , , , , 
4,issue_comment,241,aio-libs,aioredis,codecov-io,2017-06-07 21:54:25,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/241?src=pr&el=h1) Report
> Merging [#241](https://codecov.io/gh/aio-libs/aioredis/pull/241?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/a9c386d525949bbd6d213e24b930ba0a102a1138?src=pr&el=desc) will **increase** coverage by `0.02%`.
> The diff coverage is `100%`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/241/graphs/tree.svg?width=650&token=THCDhqngRB&height=150&src=pr)](https://codecov.io/gh/aio-libs/aioredis/pull/241?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master     #241      +/-   ##
==========================================
+ Coverage   96.97%   96.99%   +0.02%     
==========================================
  Files          55       57       +2     
  Lines        7492     7449      -43     
  Branches      625      587      -38     
==========================================
- Hits         7265     7225      -40     
+ Misses        168      167       -1     
+ Partials       59       57       -2
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/241?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [tests/locks\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/241?src=pr&el=tree#diff-dGVzdHMvbG9ja3NfdGVzdC5weQ==) | `100% <100%> (ø)` | |
| [aioredis/locks.py](https://codecov.io/gh/aio-libs/aioredis/pull/241?src=pr&el=tree#diff-YWlvcmVkaXMvbG9ja3MucHk=) | `100% <100%> (ø)` | |
| [aioredis/sentinel/pool.py](https://codecov.io/gh/aio-libs/aioredis/pull/241?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvcG9vbC5weQ==) | `86.71% <0%> (-3.43%)` | :arrow_down: |
| [aioredis/commands/pubsub.py](https://codecov.io/gh/aio-libs/aioredis/pull/241?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvcHVic3ViLnB5) | `95.85% <0%> (-0.36%)` | :arrow_down: |
| [tests/connection\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/241?src=pr&el=tree#diff-dGVzdHMvY29ubmVjdGlvbl90ZXN0LnB5) | `100% <0%> (ø)` | :arrow_up: |
| [aioredis/sentinel/\_\_init\_\_.py](https://codecov.io/gh/aio-libs/aioredis/pull/241?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvX19pbml0X18ucHk=) | `100% <0%> (ø)` | :arrow_up: |
| [tests/pool\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/241?src=pr&el=tree#diff-dGVzdHMvcG9vbF90ZXN0LnB5) | `98.29% <0%> (+0.05%)` | :arrow_up: |
| [examples/py34/connection.py](https://codecov.io/gh/aio-libs/aioredis/pull/241?src=pr&el=tree#diff-ZXhhbXBsZXMvcHkzNC9jb25uZWN0aW9uLnB5) | `93.18% <0%> (+0.11%)` | :arrow_up: |
| ... and [2 more](https://codecov.io/gh/aio-libs/aioredis/pull/241?src=pr&el=tree-more) | |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/241?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/241?src=pr&el=footer). Last update [a9c386d...d15cb97](https://codecov.io/gh/aio-libs/aioredis/pull/241?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",nan,nan
5,issue_comment,241,aio-libs,aioredis,pfreixes,2017-06-12 06:28:23,@popravich any interest in bake a minor release with that fix?,nan,nan
11,pull_request_commit_comment,241,aio-libs,aioredis,popravich,2017-06-14 08:43:13,Why do you need two versions of Lock?,d15cb976c6ec57ec1f896db823ce277c7996e5d9,"(None, '', u'aioredis/locks.py')"
12,pull_request_commit_comment,241,aio-libs,aioredis,popravich,2017-06-14 08:43:37,*Lock.acquire,d15cb976c6ec57ec1f896db823ce277c7996e5d9,"(None, '', u'aioredis/locks.py')"
13,pull_request_commit_comment,241,aio-libs,aioredis,pfreixes,2017-06-14 21:12:07,"since Python 3.5 there were some small changes in that function, I've preferred to keep both versions separately to make it readable and of course, pass the tests with all Python 3 versions. ",d15cb976c6ec57ec1f896db823ce277c7996e5d9,"(None, '', u'aioredis/locks.py')"
14,pull_request_commit_comment,241,aio-libs,aioredis,popravich,2017-06-14 21:22:37,"well, that changes were actually fixing another cancellation issue https://github.com/python/asyncio/pull/393",d15cb976c6ec57ec1f896db823ce277c7996e5d9,"(None, '', u'aioredis/locks.py')"
15,pull_request_commit_comment,241,aio-libs,aioredis,pfreixes,2017-06-14 21:50:31,"yes, a shame of me. Take a look to the last commit, unified to a unique function that should be compatible with all Python versions and free of issues.",d15cb976c6ec57ec1f896db823ce277c7996e5d9,"(None, '', u'aioredis/locks.py')"
6,issue_comment,241,aio-libs,aioredis,pfreixes,2017-06-21 07:33:19,what about a minor release with that fix?,nan,nan
7,issue_comment,241,aio-libs,aioredis,argaen,2017-06-21 08:25:17,"+1, also interested on trying a version with the new fixes :)",nan,nan
8,issue_comment,241,aio-libs,aioredis,popravich,2017-06-21 08:49:58,"In the middle of a process, give me a moment)",nan,nan
9,issue_comment,241,aio-libs,aioredis,popravich,2017-06-21 09:59:44,New versions (`v1.0.0b1` and `v0.3.2`) have been released.,nan,nan
10,issue_comment,241,aio-libs,aioredis,pfreixes,2017-06-21 10:20:18,thanks !,nan,nan
 , , , , , , , , , 
 , , , , , , , , , 
3,issue_comment,243,aio-libs,aioredis,pfreixes,2017-06-16 08:48:41,"@popravich just a _heisentest_ with Python 3.4, in my local works like a charm. deleting the branch will trigger another MR from @pyup-bot ?",nan,nan
4,issue_comment,243,aio-libs,aioredis,codecov[bot],2017-06-16 09:22:53,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/243?src=pr&el=h1) Report
> Merging [#243](https://codecov.io/gh/aio-libs/aioredis/pull/243?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/46e0f48ca41f9e594719ff733d2427c393e40f46?src=pr&el=desc) will **increase** coverage by `0.4%`.
> The diff coverage is `n/a`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/243/graphs/tree.svg?src=pr&token=THCDhqngRB&width=650&height=150)](https://codecov.io/gh/aio-libs/aioredis/pull/243?src=pr&el=tree)

```diff
@@            Coverage Diff            @@
##           master     #243     +/-   ##
=========================================
+ Coverage   96.92%   97.33%   +0.4%     
=========================================
  Files          55       55             
  Lines        7379     7832    +453     
  Branches      582      677     +95     
=========================================
+ Hits         7152     7623    +471     
+ Misses        169      158     -11     
+ Partials       58       51      -7
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/243?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [tests/connection\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/243?src=pr&el=tree#diff-dGVzdHMvY29ubmVjdGlvbl90ZXN0LnB5) | `100% <0%> (ø)` | :arrow_up: |
| [tests/pool\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/243?src=pr&el=tree#diff-dGVzdHMvcG9vbF90ZXN0LnB5) | `99.28% <0%> (+1.03%)` | :arrow_up: |
| [aioredis/commands/server.py](https://codecov.io/gh/aio-libs/aioredis/pull/243?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvc2VydmVyLnB5) | `85.23% <0%> (+1.34%)` | :arrow_up: |
| [aioredis/sentinel/pool.py](https://codecov.io/gh/aio-libs/aioredis/pull/243?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvcG9vbC5weQ==) | `90.35% <0%> (+3.92%)` | :arrow_up: |
| [examples/py34/connection.py](https://codecov.io/gh/aio-libs/aioredis/pull/243?src=pr&el=tree#diff-ZXhhbXBsZXMvcHkzNC9jb25uZWN0aW9uLnB5) | `98.45% <0%> (+5.05%)` | :arrow_up: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/243?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/243?src=pr&el=footer). Last update [46e0f48...f244006](https://codecov.io/gh/aio-libs/aioredis/pull/243?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",nan,nan
 , , , , , , , , , 
 , , , , , , , , , 
